Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,Collection_date,Library Name,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,lat_lon,BioSampleModel,Isolation_source,Host,Depth,nominal_length (run),run_id (run),env_broad_scale,env_local_scale,env_medium,env_biome,env_feature,env_material,samp_size,samp_mat_process,elev,samp_collect_device,Source_material_ID,BRC_attached_to_frame_number,metals_treatment,organic_enrichment_pulse,press_organic_enrichment_treatment,Replicate_number,sediment_origin,Sequencing_method,Temp,Investigation_type,max_filter_size,min_filter_size,sequencing_machine,site_name,target_molecules,Chlorophyll,landuse,rel_to_oxygen,diss_inorg_carb,Molecule,Isolate,samp_volume,Salinity,BIOME,std_norm_factor,Lake_Name,Block,SUMMER,WINTER,env_package,feature,material,diss_oxygen,Strain,bacteria_carb_prod,beam_atten,beam_trans,collection_time,corr_irradiance,density,fluorescence,par,pressure,sampling_cruise,sigma-theta,surf_irradiance,turbidity,Gene_target,sampling_spot,bacterial_count,conduc,diss_oxy,oxy_sat,primer_target,project_name,environment_biome,environment_feature,environment_material,Library,Replicate,SAMPLE_TYPE,Target_gene,target_subfragment,sediment_depth,target,Time,Treatment,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Sample_ID,alkalinity,Biological.Replicate,Calcium,Chloride,primers_target,Sodium,tot_phosp,AssemblyName,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(depth),geographic_location_(latitude),geographic_location_(longitude),down_par,SAMPLE,tot_depth_water_col,Description,filter_size_um,PH,primers,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Alias,ENA_CHECKLIST,Cultivar,Ecotype
SRR5244460,AMPLICON,PRJNA361508,SAMN06320709,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551150,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-47,SRP099222,302,14037262,8717806,"unknown_contigs,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2011-06-03,Ab2011-47-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244462,AMPLICON,PRJNA361508,SAMN06320708,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551152,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-46,SRP099222,302,9981704,6258599,"fastq,sra,unknown_contigs","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2011-06-03,Ab2011-46-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244464,AMPLICON,PRJNA361508,SAMN06320707,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551154,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-45,SRP099222,151,42112088,24089485,"fastq,unknown_contigs,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2011-06-03,Ab2011-45-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244466,AMPLICON,PRJNA361508,SAMN06320706,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551156,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-44,SRP099222,151,16497354,9542983,"unknown_contigs,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2011-06-03,Ab2011-44-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244468,AMPLICON,PRJNA361508,SAMN06320705,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551158,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-43,SRP099222,151,1888708,1182734,"sra,unknown_contigs,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2011-06-03,Ab2011-43-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244471,AMPLICON,PRJNA361508,SAMN06320704,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551161,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-42,SRP099222,302,7721234,4848164,"sra,fastq,unknown_contigs","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2011-06-03,Ab2011-42-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,W,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244473,AMPLICON,PRJNA361508,SAMN06320703,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551163,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-41,SRP099222,302,15280294,9492454,"unknown_contigs,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2011-06-03,Ab2011-41-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244475,AMPLICON,PRJNA361508,SAMN06320702,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551165,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-40,SRP099222,302,42738134,26084586,"sra,fastq,unknown_contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2011-05-03,Ab2011-40-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244476,AMPLICON,PRJNA361508,SAMN06320701,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551166,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-39,SRP099222,151,21031582,12111085,"unknown_contigs,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2011-05-03,Ab2011-39-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244479,AMPLICON,PRJNA361508,SAMN06320700,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551169,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-38,SRP099222,302,9387368,5914856,"fastq,sra,unknown_contigs","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2011-05-03,Ab2011-38-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,W,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244481,AMPLICON,PRJNA361508,SAMN06320699,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551171,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-37,SRP099222,302,24243352,14972131,"unknown_contigs,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2011-05-03,Ab2011-37-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244483,AMPLICON,PRJNA361508,SAMN06320698,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551173,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-36,SRP099222,302,29958098,18531302,"unknown_contigs,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2011-05-03,Ab2011-36-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244485,AMPLICON,PRJNA361508,SAMN06320697,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551175,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-35,SRP099222,302,22024256,13616200,"fastq,unknown_contigs,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2011-05-03,Ab2011-35-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244486,AMPLICON,PRJNA361508,SAMN06320696,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551176,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-34,SRP099222,151,28745266,17073215,"fastq,unknown_contigs,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2011-05-03,Ab2011-34-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244489,AMPLICON,PRJNA361508,SAMN06320695,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551179,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-33,SRP099222,302,25040330,15649768,"unknown_contigs,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2011-05-03,Ab2011-33-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,W,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244491,AMPLICON,PRJNA361508,SAMN06320694,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551181,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-32,SRP099222,302,11522810,7177183,"unknown_contigs,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2011-05-03,Ab2011-32-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244493,AMPLICON,PRJNA361508,SAMN06320693,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551183,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-31,SRP099222,302,23493788,14748358,"unknown_contigs,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2011-05-03,Ab2011-31-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244495,AMPLICON,PRJNA361508,SAMN06320692,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551185,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-30,SRP099222,302,19019054,11716282,"unknown_contigs,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2011-05-03,Ab2011-30-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,W,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244496,AMPLICON,PRJNA361508,SAMN06320691,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551186,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-29,SRP099222,151,29670896,17616582,"sra,fastq,unknown_contigs","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2011-05-03,Ab2011-29-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244499,AMPLICON,PRJNA361508,SAMN06320689,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551189,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-27,SRP099222,151,18678398,11143042,"unknown_contigs,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2011-05-03,Ab2011-27-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244501,AMPLICON,PRJNA361508,SAMN06320688,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551191,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-26,SRP099222,151,55077854,32007032,"fastq,sra,unknown_contigs","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2011-05-03,Ab2011-26.5-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244502,AMPLICON,PRJNA361508,SAMN06320688,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551192,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-26,SRP099222,151,1404300,892610,"unknown_contigs,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2011-05-03,Ab2011-26.4-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244504,AMPLICON,PRJNA361508,SAMN06320688,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551194,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-26,SRP099222,302,1133406,794662,"unknown_contigs,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2011-05-03,Ab2011-26-.3RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244505,AMPLICON,PRJNA361508,SAMN06320688,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551195,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-26,SRP099222,302,23000622,14109943,"unknown_contigs,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2011-05-03,Ab2011-26.2-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244506,AMPLICON,PRJNA361508,SAMN06320688,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551196,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-26,SRP099222,302,28652854,17548023,"unknown_contigs,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2011-05-03,Ab2011-26.1-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,W,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244508,AMPLICON,PRJNA361508,SAMN06320687,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551198,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-25,SRP099222,302,26047802,16141740,"fastq,unknown_contigs,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2011-05-03,Ab2011-25-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244509,AMPLICON,PRJNA361508,SAMN06320686,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551199,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-24,SRP099222,151,28913178,16728787,"sra,unknown_contigs,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2011-05-03,Ab2011-24-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244513,AMPLICON,PRJNA361508,SAMN06320685,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551203,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-23,SRP099222,302,31182406,19279772,"unknown_contigs,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2011-05-03,Ab2011-23-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5244515,AMPLICON,PRJNA361508,SAMN06320684,VRIJE UNIVERSITEIT AMSTERDAM,public,SRX2551205,Illumina MiSeq,PAIRED,cDNA,METATRANSCRIPTOMIC,peat metagenome,ILLUMINA,2017-02-15T00:00:00Z,Ab2011-22,SRP099222,302,18902482,11788962,"sra,unknown_contigs,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2011-05-03,Ab2011-22-RNA,Sweden,Europe,Sweden:Abisko,68.359 N 18.81 E,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",,,0-20,,,,,,tundra ENVO:01000180,sphagnum bog ENVO:00002268,peat soil,,,340m,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,W,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
